insertid,Region_Code,REGION,RSM_Code,RSM_Area,SO,Distributor_Code,Distributor_Name,distributor_channel_type,distributor_type,distributor_city,distributor_state,UID,RetailerCode,RetailerName,SalesMan_Code,SalesMan_Name,Sales_Rep_Phone,saleman_role,Type,outlet_type,Sub_Type,Price_Group,Retailer_Group,Route_Code,Route_Name,warehouse_id,Category_Code,Category_Name,Sub_Channel_Code,Sub_Channel_Name,Channel_Code,Channel_Name,Class_Name,ACCOUNT_CODE,ACCOUNT_NAME,PAN_No,GST_No,Address_1,Address_2,Address_3,Address_4,outlet_pin_code,Town,City,State,latitude,longitude,Contact_Name,Mobile,Email,owner_name,owner_mobile,Aadhar,Credit_Limit,Credit_Period,cash_credit,source,Location_Code,Location_Name,Return_Qty,Return_Value,FSSAI_No,FSSAI_Exp_Date,Retailer_Created_On,outlet_createdby_id,outlet_createdbyname,Modified_Date,Retailer_Reference_Code,IsActive,last_order_date,last_invoice_date,otp_verified
54,-,East,-,-,-,1100729974,GOURI SANKAR AGENCY,GT,Hybrid Redistribution Wholesaler,COOCH BEHAR,WEST BENGAL,-,736915,SAMIRAN ENTERPRISE,2022,SUMAN GUHA MAJUMDAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,192,-,-,-,-,-,-,-,-,-,-,19AWVPP9211H1ZU,NAWSA,-,-,-,736159,TUFANGANJ,Coochbehar,MADHYA PRADESH,26.316005,89.667114,-,9832309903,-,-,-,-,9999999999.99999,356,credit,web,-,-,0,0.00,,-,45146,,GOURI SANKAR AGENCY,45748,-,1,45532,45791,NULL
55,-,East,-,-,-,1100729974,GOURI SANKAR AGENCY,GT,Hybrid Redistribution Wholesaler,COOCH BEHAR,WEST BENGAL,-,736919,ANANTA BHANDER,1244,KOUSHIK CHAKRABORTY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,192,-,-,-,-,-,-,-,-,-,-,19COEPP5515F1ZU,"188/3B, Pandi Kovil Street, Valli Nagar,, Theni, Theni, Tamil Nadu, 625531",-,-,-,736179,Coochbehar,Coochbehar,UTTAR PRADESH,26.372793,89.460369,-,9547204333,-,-,-,-,9999999999.99999,356,credit,web,-,-,0,0.00,,-,45146,,GOURI SANKAR AGENCY,45748,-,1,45541,45758,NULL
56,-,East,-,-,-,1100729974,GOURI SANKAR AGENCY,GT,Hybrid Redistribution Wholesaler,COOCH BEHAR,WEST BENGAL,-,736928,D P ENTERPRISE,2022,SUMAN GUHA MAJUMDAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,192,-,-,-,-,-,-,-,-,-,-,19ASMPP9457C1Z5,29/4 W K.K.PATTI CUMBUM MAIN ROAD CUMBUM 625516,-,-,-,736101,Coochbehar,Coochbehar,WEST BENGAL,26.327556,89.768472,-,9474571274,-,-,-,-,9999999999.99999,356,credit,web,-,-,0,0.00,,-,45146,,GOURI SANKAR AGENCY,45748,-,1,45526,45792,NULL
57,-,East,-,-,-,1100729974,GOURI SANKAR AGENCY,GT,Hybrid Redistribution Wholesaler,COOCH BEHAR,WEST BENGAL,-,736937,DAS AGENCY,2022,SUMAN GUHA MAJUMDAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,192,-,-,-,-,-,-,-,-,-,-,19APEPD1070L1ZZ,"ward-09, MEJARGANJ",-,-,-,736157,Coochbehar,Coochbehar,TAMIL NADU,26.314308,89.303138,-,9434815890,-,-,-,-,9999999999.99999,356,credit,web,-,-,0,0.00,,-,45146,,GOURI SANKAR AGENCY,45748,-,1,45542,45794,NULL
"58, '-', 'East', '-', '-', '-', '1100729974', 'GOURI SANKAR AGENCY', 'GT', 'Hybrid Redistribution Wholesaler', 'COOCH BEHAR', 'WEST BENGAL', '-', '736940', 'APURBA GHOSH', '2022', 'SUMAN GUHA MAJUMDAR', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '192', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '19AQFPG2696B1ZW', 'Sansarpur terrace(Riri"
59,-,East,-,-,-,1100729974,GOURI SANKAR AGENCY,GT,Hybrid Redistribution Wholesaler,COOCH BEHAR,WEST BENGAL,-,736942,ADRIJA ENTERPRISE,6364,TINKU DUTTA,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,192,-,-,-,-,-,-,-,-,-,-,19BXOPD8784N1ZD,Near Petrol Pump Handwara,-,-,-,736121,Marichbari,Coochbehar,GUJARAT,26.467575,89.508276,-,9933889913,-,-,-,-,9999999999.99999,356,credit,web,-,-,0,0.00,,-,45146,,GOURI SANKAR AGENCY,45748,-,1,45527,45793,NULL
"60, '-', 'East', '-', '-', '-', '1100738686', 'AASHIRWAD ENTERPRISES', 'GT', 'Hybrid Redistribution Wholesaler', 'Ranchi', 'JHARKHAND', '-', '736943', 'RUDRA VANIJYA (SUP"
61,-,East,-,-,-,1100730016,SK ENTERPRISE,GT,Hybrid Redistribution Wholesaler,Dinajpur,WEST BENGAL,-,736945,MANIK LAL SAHA,1897,RAJ KUMAR KARMAKAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,215,-,-,-,-,-,-,-,-,-,-,19AXMPS5678K1ZC," SIMRI, Darbhanga, Bihar, 847106",-,-,-,733133,PATIRAM,Balurghat,WEST BENGAL,25.330241,88.767437,-,8159011471,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45147,,SK ENETRPRISE,45748,-,1,45787,45787,NULL
62,-,East,-,-,-,1100730016,SK ENTERPRISE,GT,Hybrid Redistribution Wholesaler,Dinajpur,WEST BENGAL,-,736946,SUBRATA DAS,1897,RAJ KUMAR KARMAKAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,215,-,-,-,-,-,-,-,-,-,-,,"OLD.NO 26 NEW NO 40, SOALI NAGAR KURINJI STREET MUTHAILPET",-,-,-,733145,Balurghat,Balurghat,WEST BENGAL,25.248136,88.862193,-,8637301010,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45147,,SK ENETRPRISE,45748,-,1,45769,45769,NULL
63,-,East,-,-,-,1100730016,SK ENTERPRISE,GT,Hybrid Redistribution Wholesaler,Dinajpur,WEST BENGAL,-,736947,PUJA STORES,1897,RAJ KUMAR KARMAKAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,215,-,-,-,-,-,-,-,-,-,-,19ABJPY2349C1ZD,"PLOT NO 3, THIRUKURALAR NAGAR, ARUMATHAPURAM,PUDHUCHERRY",-,-,-,733215,TUNGIDIGHI,Raiganj,TAMIL NADU,25.758755,87.954121,-,8972584571,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45147,,SK ENETRPRISE,45748,-,1,45787,45787,NULL
64,-,East,-,-,-,1100729563,B K PAUL,GT,Hybrid Redistribution Wholesaler,MALDA,WEST BENGAL,-,736958,Sudam Pharmaceutical,4729,BISHU SAHA,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,162,-,-,-,-,-,-,-,-,-,-,19AHIPD4247M1Z1,"6 SENGUNTHAR STREET KANUVAPET VILLIYANUR,PUDUCHERRY",-,-,-,732123,CHANCHAL,Maldah,TAMIL NADU,25.392328,88.006823,-,9593792095,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,12818010000034,-,45147,,M/s B.K.Paul,45748,-,1,45792,45792,NULL
65,-,West,-,-,-,1100730156,LUNAWAT & ASSOCIATES,GT,Super Redistribution Wholesaler,Pune,MAHARASHTRA,-,736990,PARAS PHARMA,1671,Tejas Vilas More,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,236,-,-,-,-,-,-,-,-,-,-,,"NO 8/1 FIRST CROSS CHANDRA SEKARAN STREET, AYYANAR NAGAR PONDICHERRY",-,-,-,412203,Daund,Pune,WEST BENGAL,18.438676,74.377824,-,9665116600,-,-,-,-,100000,365,credit,mobile,-,-,0,0.00,21523084001852,-,45147,,Tejas Vilas More,45748,-,1,45798,45798,NULL
66,-,East,-,-,-,1100730016,SK ENTERPRISE,GT,Hybrid Redistribution Wholesaler,Dinajpur,WEST BENGAL,-,736994,K K ENTERPRISE,1897,RAJ KUMAR KARMAKAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,215,-,-,-,-,-,-,-,-,-,-,19ARJPK3069M1Z6,6 TH CROSS THIRUMALAITHAYAR NAGAR MOOLAKULAM PONDICHERRY,-,-,-,733201,RASAKHOWA,Raiganj,WEST BENGAL,25.846705,88.043903,-,8617835060,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45147,,SK ENETRPRISE,45748,-,1,45789,45789,NULL
67,-,East,-,-,-,1100730016,SK ENTERPRISE,GT,Hybrid Redistribution Wholesaler,Dinajpur,WEST BENGAL,-,736996,ASHIM SAHA,1897,RAJ KUMAR KARMAKAR,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,215,-,-,-,-,-,-,-,-,-,-,,43 2ND CROSS SIVAGAMI NAGAR REDDIYAR PALAYAM PUDUCHERRY,-,-,-,733215,Karandighi,Raiganj,WEST BENGAL,25.816850,87.919421,-,9434265848,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45147,,SK ENETRPRISE,45748,-,1,45788,45788,NULL
"68, '-', 'East', '-', '-', '-', '1100730016', 'SK ENTERPRISE', 'GT', 'Hybrid Redistribution Wholesaler', 'Dinajpur', 'WEST BENGAL', '-', '736997', 'STUDENT CORNER', '1897', 'RAJ KUMAR KARMAKAR', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '215', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '19AEBPG0459A1Z2', 'NO 27 KUMARA MEENAKSHI MAIN ROAD",EZHIL NAGAR,"PONDICHERRY', '-', '-', '-', '733128', 'Itahar (CT"
69,-,East,-,-,-,1100727129,AJAY KUMAR RAHUL KUMAR,GT,Hybrid Redistribution Wholesaler,Khordha,Odisha,-,737035,PRADHAN ENTERPRISES,2374,Soumya ranjan Patra,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,61,-,-,-,-,-,-,-,-,-,-,21AZKPP2322B1Z0,"NO 15, FIRST FLOOR, 1 ST CROSS STREET SHANTHI NAGAR PUDUCHERRY",-,-,-,752050,Bhubaneswar,Bhubaneswar,BIHAR,20.158758,85.706786,-,7978920079,-,-,-,-,9999999999.99999,365,credit,web,-,-,0,0.00,,-,45147,,AJAY KUMAR RAHUL KUMARPRIVATE LIMITED,45748,-,1,45418,45418,NULL
70,-,North,-,-,-,1100729063,OORJA MARKETING,GT,Super Redistribution Wholesaler,Jaipur,RAJASTHAN,-,737076,RAJ AGENCIES,1856,Deepak Singhal,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,167,-,-,-,-,-,-,-,-,-,-,08AISPB1339D1ZH,"PATHARGANJA, MALUD nPARIKUDA nPURI n",-,-,-,304021,NIWAI,Jaipur,BIHAR,26.360595,75.927754,-,9414424593,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45147,,OORJA MARKETING,45748,-,1,45792,45792,NULL
71,-,North,-,-,-,1100729063,OORJA MARKETING,GT,Super Redistribution Wholesaler,Jaipur,RAJASTHAN,-,737078,SHREE NARAYAN SALES CORPORATION,1856,Deepak Singhal,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,167,-,-,-,-,-,-,-,-,-,-,08CSIPK9325C1ZO,"DHAMDHAMA,, NIZDHAMDHAMA, NALBARI",-,-,-,302017,Shivdaspura,Jaipur,BIHAR,26.807664,75.805070,-,9785610630,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45147,,OORJA MARKETING,45748,-,1,45786,45786,NULL
"72, '-', 'North', '-', '-', '-', '1100729063', 'OORJA MARKETING', 'GT', 'Super Redistribution Wholesaler', 'Jaipur', 'RAJASTHAN', '-', '737091', 'GARG MEDICOSE', '1854', 'Mukesh Verma', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '167', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '08AEHPG6570L2Z3', 'NEAR REZVI STOP MAGAM', '-', '-', '-', '332713', 'Neem-Ka-Thana (M"
73,-,North,-,-,-,1100729063,OORJA MARKETING,GT,Super Redistribution Wholesaler,Jaipur,RAJASTHAN,-,737106,M/S KRISHANA MEDICAL AGENCIES,1854,Mukesh Verma,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,167,-,-,-,-,-,-,-,-,-,-,08AAUPA7562M1Z1,"MAIN CHOURAHA SADA COLONY RAGHOGARH,  n",-,-,-,333001,jhunjhunu,Jaipur,BIHAR,28.123148,75.401561,-,9929989218,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45147,,OORJA MARKETING,45748,-,1,45797,45797,NULL
"74, '-', 'North', '-', '-', '-', '1100726780', 'M/S.TEA LEAF INDIA', 'GT', 'Hybrid Redistribution Wholesaler', 'Varanasi', 'UTTAR PRADESH', '-', '737110', 'Krishna Aurvedik Agencies', '6766', 'PRASHAND KUMAR', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '29', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '09ANIPA3078K1ZT', 'BYRANAHALLI VILLAGE nKYALANUR POST nKOLAR', '-', '-', '-', '231216', 'Sonbhadra (NPP"
"75, '-', 'East', '-', '-', '-', '1100730224', 'M/S FULCHAND AGARWAL & CO.', 'GT', 'Hybrid Redistribution Wholesaler', 'Bokaro', 'JHARKHAND', '-', '737120', 'Shree Triveni Traders', '3844', 'HIMANSHU KUMAR GUPTA', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '250', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '20ARLPK8875D1ZO', 'Nadiara', '-', '-', '-', '829111', 'Gumia (CT"
"76, '-', 'West', '-', '-', '-', '1100730148', 'AASHAN VENTURES', 'GT', 'Super Redistribution Wholesaler', 'AHMEDNAGAR', 'MAHARASHTRA', '-', '737164', 'MADHAV MEDICAL AND DISTRIBUTORS', '1670', 'Rehan Abdulaaziz Sayyed', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '241', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', 'SHOP NO 40 NAGAR PALIKA COMPLEX NEW BUS STAND PIPARIYA', '-', '-', '-', '414102', 'Pathardi (M Cl"
77,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737171,Pooja Enterprises,7851,AVINASH KUMAR PANDEY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09AVNPK2931L1Z4,KRISHNA HOUSE  SHOP NO. 26-27 CHOVATIYA CHAMBERS  STATION ROAD KESHOD,-,-,-,232110,Saiyad Raza,Varanasi,WEST BENGAL,25.251234,83.350017,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,22722401000126,-,45148,,M/S.TEA LEAF INDIA,45748,-,1,45790,45790,NULL
78,-,North,-,-,-,1100729063,OORJA MARKETING,GT,Super Redistribution Wholesaler,Jaipur,RAJASTHAN,-,737203,VINAYAK MEDICAL AND PROVISION STORE,6107,PAPPU SINGH,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,167,-,-,-,-,-,-,-,-,-,-,08BHFPR7265H1ZV,BUS STAND JABALPUR ROAD PATAN NPATAN N,-,-,-,332602,KHATUSHYAMJI,Jaipur,WEST BENGAL,27.365988,75.405401,-,9667475610,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45148,,OORJA MARKETING,45748,-,1,45782,45782,NULL
79,-,North,-,-,-,1100729063,OORJA MARKETING,GT,Super Redistribution Wholesaler,Jaipur,RAJASTHAN,-,737218,AGARWAL STORES,2364,DEVESH SHARMA,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,167,-,-,-,-,-,-,-,-,-,-,08AADFA1401E1ZA,MAOUSOMPUR MAURARA MAKRAND NAGAR KANNAUJ,-,-,-,332715,SHRIMADHOPUR,Jaipur,TAMIL NADU,27.465050,75.596462,-,8058072000,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45148,,OORJA MARKETING,45748,-,1,45793,45793,NULL
"80, '-', 'West', '-', '-', '-', '1100730148', 'AASHAN VENTURES', 'GT', 'Super Redistribution Wholesaler', 'AHMEDNAGAR', 'MAHARASHTRA', '-', '737241', 'NAMO MAHAVIR MEDICAL AND GENERAL STORES', '1670', 'Rehan Abdulaaziz Sayyed', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '241', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', 'PATWAI ROAD",MILAK,"RAMPUR', '-', '-', '-', '413705', 'Rahuri (M Cl"
81,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737255,Addi Shakti Enterprises,6241,Gyanwendra Singh,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09CHIPG8759D1ZZ,NEAR JADEED  BARAMULLA,-,-,-,232328,Bhadaura,Varanasi,WEST BENGAL,25.456943,83.736845,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,22717406000245,-,45149,,M/S.TEA LEAF INDIA,45748,-,1,45797,45797,NULL
82,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737258,P.K ENTERPRISES,6241,Gyanwendra Singh,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09AAHFP4802C1ZI,BALBADDA GODDA,-,-,-,232326,DILDAR NAGAR,Ghazipur,WEST BENGAL,25.416135,83.670852,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,12714040000116,-,45149,,M/S.TEA LEAF INDIA,45748,-,1,45797,45797,NULL
"83, '-', 'North', '-', '-', '-', '1100726780', 'M/S.TEA LEAF INDIA', 'GT', 'Hybrid Redistribution Wholesaler', 'Varanasi', 'UTTAR PRADESH', '-', '737260', 'DLG TRADING COMPANY', '6766', 'PRASHAND KUMAR', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '29', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '09AANFD7468G1ZW', 'KALESWAR MORE",MURSHIDABAD,"742168', '-', '-', '-', '231216', 'Sonbhadra (NPP"
84,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737280,A. K. TRADING,6241,Gyanwendra Singh,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09BMKPP8207R1Z2,"No.6,Dr.Sivakumar sadhasivam street, Sri Raghavendra nagar, Murukeri, Ariyur, Vellore",-,-,-,233302,NANDGANJ,Ghazipur,WEST BENGAL,25.542572,83.397695,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,22718408000111,-,45149,,M/S.TEA LEAF INDIA,45748,-,1,45794,45794,NULL
85,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737293,NARWADA TRADERS,5580,Deepak Kumar Verma,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09AKYPG9761G1ZC,MAIN ROAD BARGI,-,-,-,233305,Jangipur,Varanasi,MAHARASHTRA,25.648282,83.563275,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,12721040000066,-,45149,,M/S.TEA LEAF INDIA,45748,-,1,45791,45791,NULL
"86, '-', 'North', '-', '-', '-', '1100726780', 'M/S.TEA LEAF INDIA', 'GT', 'Hybrid Redistribution Wholesaler', 'Varanasi', 'UTTAR PRADESH', '-', '737338', 'PRATYOOSHA SINGH', '6241', 'Gyanwendra Singh', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '29', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '09EGVPS8445G1ZD', 'GALLI NO - 7",DATTA NAGAR,"VASUMBE TASGAON', '-', '-', '-', '232329', 'Zamania (NPP"
87,-,West,-,-,-,1100730148,AASHAN VENTURES,GT,Super Redistribution Wholesaler,AHMEDNAGAR,MAHARASHTRA,-,737381,SALASAR ENTERPRISES,7355,Shubham Sadashiv Kapkar,,RSR,-,RRW,-,-,-,-,-,241,-,-,-,-,-,-,-,-,-,-,,NEAR BUS STAND SOPORE,-,-,-,413715,Belapur,AHMEDNAGAR,MAHARASHTRA,19.571427,74.648434,-,8087050570,-,-,-,-,100000,365,credit,mobile,-,-,0,0.00,21520170000893,-,45149,,Rehan Abdulaaziz Sayyed,45783,-,1,45771,45771,NULL
88,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737391,VERMA AGENCY,5580,Deepak Kumar Verma,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09AHBPV3633J1Z1,"KAMAKSHA COMPLEX, NEAR HOTEL HUMSAFAR, SUNDERNAGAR",-,-,-,233227,Yusufpur,Varanasi,MAHARASHTRA,25.621552,83.754972,-,9794777887,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,22722407000093,-,45149,,M/S.TEA LEAF INDIA,45748,-,1,45794,45794,NULL
"89, '-', 'West', '-', '-', '-', '1100730156', 'LUNAWAT & ASSOCIATES', 'GT', 'Super Redistribution Wholesaler', 'Pune', 'MAHARASHTRA', '-', '737396', 'ANAND DISSTRIBUTORS', '4487', 'Akshay Dattatray More', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '236', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '27AQAPM4497M2Z7', 'JASSUR",JASSUR,KANGRA,"HIMACHAL PRADESH', '-', '-', '-', '412210', 'Shirur (M Cl"
90,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737402,MA DHESHIA DISTRIBUTION,5580,Deepak Kumar Verma,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09BKFPG6271D2Z8,BADARPUR,-,-,-,275202,Dulhanpur,Varanasi,MAHARASHTRA,25.794083,83.418657,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,12722040000039,-,45149,,M/S.TEA LEAF INDIA,45748,-,1,45797,45797,NULL
91,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737418,DGARIYA SRKAR MEDICAL STORES,7851,AVINASH KUMAR PANDEY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09BSBPS5738R1ZQ,Rajdhanwar,-,-,-,232109,Kamalpur,Varanasi,WEST BENGAL,25.387788,83.376707,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,22721403000155,-,45149,,M/S.TEA LEAF INDIA,45748,-,1,45785,45785,NULL
92,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737437,JAISWAL DRUG AGENCIES,7851,AVINASH KUMAR PANDEY,,USR,-,Pharma Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09AADFJ4736F1ZD,SADARPUR BHEBIA,-,-,-,221005,Ramnagar,Varanasi,WEST BENGAL,25.267419,83.030925,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,,-,45149,,M/S.TEA LEAF INDIA,45748,-,1,45794,45794,NULL
93,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737528,BAIJNATH TRADING COMPANY,7851,AVINASH KUMAR PANDEY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09AVHPK3187E1ZF,"DHANPAT GANJ BAZAR SULTANPUR, DHANPAT GANJ BAZAR SULTANPUR, Sultanpur, Uttar Pradesh, 228121",-,-,-,232101,Mughalsarai,Varanasi,WEST BENGAL,25.283898,83.120867,-,,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,12721039000065,-,45149,,M/S.TEA LEAF INDIA,45748,-,1,45796,45796,NULL
"94, '-', 'North', '-', '-', '-', '1100726780', 'M/S.TEA LEAF INDIA', 'GT', 'Hybrid Redistribution Wholesaler', 'Varanasi', 'UTTAR PRADESH', '-', '737571', 'M/S AGERWAL ENTERPRISES', '6766', 'PRASHAND KUMAR', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '29', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '09ALVPA7059B1ZY', 'bhagvantpur",PALI,PALI,pali,Hardoi,Uttar Pradesh,"241123', '-', '-', '-', '231217', 'Renukoot (NP + OG"
95,-,West,-,-,-,1100730156,LUNAWAT & ASSOCIATES,GT,Super Redistribution Wholesaler,Pune,MAHARASHTRA,-,737572,SHANKAR AGENCIES,1671,Tejas Vilas More,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,236,-,-,-,-,-,-,-,-,-,-,27AFXPN8250R1Z6,"DOOR NO 5 8FLAST NO 6 FIRST STREET, 3 CROSS EXT, ElANGO NAGAR, PONDICHERRY",-,-,-,412220,Karegaon,Pune,WEST BENGAL,18.781912,74.297706,-,9518587906,-,-,-,-,100000,365,credit,mobile,-,-,0,0.00,11521038000143,-,45149,,Tejas Vilas More,45748,-,1,,,NULL
"96, '-', 'West', '-', '-', '-', '1100730148', 'AASHAN VENTURES', 'GT', 'Super Redistribution Wholesaler', 'AHMEDNAGAR', 'MAHARASHTRA', '-', '737573', 'BADHE PHARMA AGENCY', '2266', 'Irfan Mehboobali shah', '', 'USR', '-', 'Pharma Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '241', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '', 'Noorani Galli Mundagod', '-', '-', '-', '413709', 'Shrirampur (M Cl"
97,-,North,-,-,-,1100726780,M/S.TEA LEAF INDIA,GT,Hybrid Redistribution Wholesaler,Varanasi,UTTAR PRADESH,-,737575,ANANT AGENCIES,7851,AVINASH KUMAR PANDEY,,USR,-,Sub Redistribution Wholesaler,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,09ALNPG1038Q1ZM,"GROUND AND 1ST FLOOR,BEHIND OF ANNAPURNA HOTEL,LINE BAZAR,PURNIA",-,-,-,221008,Ramnagar,Ramnagar,WEST BENGAL,25.270958,83.029702,-,9307859911,-,-,-,-,888888888,805,credit,web,-,-,0,0.00,12718038000244,-,45149,,M/S.TEA LEAF INDIA,45748,-,1,45797,45797,NULL
"98, '-', 'West', '-', '-', '-', '1100730148', 'AASHAN VENTURES', 'GT', 'Super Redistribution Wholesaler', 'AHMEDNAGAR', 'MAHARASHTRA', '-', '737600', 'VIPUL TRADERS', '2266', 'Irfan Mehboobali shah', '', 'USR', '-', 'Sub Redistribution Wholesaler', '-', '-', '-', '-', '-', '241', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '27BPXPN6949G1ZX', 'BAMANPUKUR', '-', '-', '-', '413709', 'Shrirampur (M Cl"
